,Base Website,Scraped Page,formated_number
9190,https://domov-plzen.cz/,https://domov-plzen.cz/,+420420731632
9191,https://domov-plzen.cz/,https://domov-plzen.cz/,+420420733555
5141,http://www.jahoda.cz/,http://www.jahoda.cz/,+420420734445
14573,https://www.jahoda.cz,https://www.jahoda.cz,+420420734445
8478,https://cdz9.cz/,https://cdz9.cz/,+420420734785
8350,https://cdz8.cz/,https://cdz8.cz/,+420420734785
8921,http://www.sternberk.caritas.cz/,http://www.sternberk.caritas.cz/,+420420736750
9608,https://fokus-praha.cz,https://fokus-praha.cz,+420420737247
14879,https://www.fokus-praha.cz,https://www.fokus-praha.cz,+420420737247
12618,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420420739185
8926,http://www.sternberk.caritas.cz/,http://www.sternberk.caritas.cz/,+420420739500
16234,https://www.prevent99.cz,https://www.prevent99.cz,+420420739655
355,http://www.michaelvaclavik.cz/,http://www.michaelvaclavik.cz/,+420420739922
3919,http://www.fokusvysocina.cz,http://www.fokusvysocina.cz,+420420771229
16858,https://www.uhradiste.charita.cz,https://www.uhradiste.charita.cz,+420420773277
8067,http://www.prevcentrum.cz,http://www.prevcentrum.cz,+420420775161
15497,https://www.oprk.cz,https://www.oprk.cz,+420420775475
10377,https://www.openhousebruntal.cz,https://www.openhousebruntal.cz,+420420775712
376,http://www.openhousebruntal.cz/,http://www.openhousebruntal.cz/,+420420775712
11608,https://www.clovekvtisni.cz,https://www.clovekvtisni.cz,+420420776186
3431,http://www.clovekvtisni.cz,http://www.clovekvtisni.cz,+420420776186
3397,http://www.clovekvtisni.cz/,http://www.clovekvtisni.cz/,+420420776186
14889,https://www.fokus-praha.cz,https://www.fokus-praha.cz,+420420777080
9613,https://fokus-praha.cz,https://fokus-praha.cz,+420420777080
4925,http://www.linkaztracenedite.cz/,http://www.linkaztracenedite.cz/,+420420777961
8787,https://pestalozzi.cz/,https://pestalozzi.cz/,+420428968136
8203,https://pestalozzi.cz,https://pestalozzi.cz,+420428968136
1183,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420430507507
8903,http://www.zahrada2000.cz/,http://www.zahrada2000.cz/,+420431879636
11752,https://www.portusprachatice.cz,https://www.portusprachatice.cz,+420433497026
8139,https://kh.charita.cz,https://kh.charita.cz,+420441888359
4530,http://www.kh.charita.cz,http://www.kh.charita.cz,+420441888359
157,http://www.modredvere.cz,http://www.modredvere.cz,+420444407022
1503,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420452715433
10788,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420455230799
14988,https://www.pppuo.cz/,https://www.pppuo.cz/,+420461532486
599,https://euc.cz,https://euc.cz,+420464007660
574,https://euc.cz,https://euc.cz,+420464600467
585,https://euc.cz,https://euc.cz,+420464600468
17991,https://www.skp-centrum.cz,https://www.skp-centrum.cz,+420464629618
8086,http://www.skp-centrum.cz/,http://www.skp-centrum.cz/,+420464629618
5838,http://www.pdz.cz,http://www.pdz.cz,+420465381521
6160,http://www.pdz.cz/,http://www.pdz.cz/,+420465381521
14987,https://www.pppuo.cz/,https://www.pppuo.cz/,+420465521296
6137,http://www.pdz.cz/,http://www.pdz.cz/,+420466400116
5815,http://www.pdz.cz,http://www.pdz.cz,+420466400116
15947,https://www.ppp-pardubice.cz/,https://www.ppp-pardubice.cz/,+420466410327
15951,https://www.ppp-pardubice.cz/,https://www.ppp-pardubice.cz/,+420466410328
634,https://euc.cz,https://euc.cz,+420466614420
9215,https://nrzp.cz/,https://nrzp.cz/,+420466952423
548,https://euc.cz,https://euc.cz,+420467002801
647,https://euc.cz,https://euc.cz,+420467002837
636,https://euc.cz,https://euc.cz,+420467002870
607,https://euc.cz,https://euc.cz,+420468002137
15954,https://www.ppp-pardubice.cz/,https://www.ppp-pardubice.cz/,+420469312934
15952,https://www.ppp-pardubice.cz/,https://www.ppp-pardubice.cz/,+420469621187
6261,http://www.sance.chrudim.cz,http://www.sance.chrudim.cz,+420469623501
6098,http://www.sance.chrudim.cz/,http://www.sance.chrudim.cz/,+420469623501
922,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420471525230
18021,https://www.spirala-ul.cz,https://www.spirala-ul.cz,+420472743835
9667,http://www.spirala-ul.cz/,http://www.spirala-ul.cz/,+420472743835
12079,https://www.fokuslabe.cz,https://www.fokuslabe.cz,+420472745159
436,http://www.fokuslabe.cz,http://www.fokuslabe.cz,+420472745159
10688,https://www.pppuk.cz/,https://www.pppuk.cz/,+420474334487
1218,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420474537246
10676,https://www.pppuk.cz/,https://www.pppuk.cz/,+420474699200
4271,http://www.drugout.cz/,http://www.drugout.cz/,+420475210626
9187,http://www.usti.ymca.cz,http://www.usti.ymca.cz,+420475220831
18018,https://www.spirala-ul.cz,https://www.spirala-ul.cz,+420475511811
9661,http://www.spirala-ul.cz/,http://www.spirala-ul.cz/,+420475511811
10687,https://www.pppuk.cz/,https://www.pppuk.cz/,+420475532803
10696,https://www.pppuk.cz/,https://www.pppuk.cz/,+420475533232
9664,http://www.spirala-ul.cz/,http://www.spirala-ul.cz/,+420475603390
18023,https://www.spirala-ul.cz,https://www.spirala-ul.cz,+420475603390
216,http://www.bkb.cz,http://www.bkb.cz,+420475603390
10983,https://www.bkb.cz/,https://www.bkb.cz/,+420475603390
10689,https://www.pppuk.cz/,https://www.pppuk.cz/,+420476708847
637,https://euc.cz,https://euc.cz,+420477102100
558,https://euc.cz,https://euc.cz,+420477102101
555,https://euc.cz,https://euc.cz,+420477102104
561,https://euc.cz,https://euc.cz,+420477102111
603,https://euc.cz,https://euc.cz,+420477102117
622,https://euc.cz,https://euc.cz,+420477102135
568,https://euc.cz,https://euc.cz,+420477102158
620,https://euc.cz,https://euc.cz,+420477102177
616,https://euc.cz,https://euc.cz,+420477102179
630,https://euc.cz,https://euc.cz,+420477102253
660,https://euc.cz,https://euc.cz,+420477102258
579,https://euc.cz,https://euc.cz,+420477102288
4928,http://www.linkaztracenedite.cz/,http://www.linkaztracenedite.cz/,+420478978776
10781,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420479525423
921,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420479525423
112,http://www.medsix.cz,http://www.medsix.cz,+420481120478
10128,https://www.pepor-plzen.cz/,https://www.pepor-plzen.cz/,+420481513027
16068,https://www.pppsemily.cz/,https://www.pppsemily.cz/,+420481625390
5951,http://www.pppliberec.cz/,http://www.pppliberec.cz/,+420482319288
564,https://euc.cz,https://euc.cz,+420482369456
5954,http://www.pppliberec.cz/,http://www.pppliberec.cz/,+420482710517
566,https://euc.cz,https://euc.cz,+420483100228
135,http://www.medsix.cz,http://www.medsix.cz,+420483300087
8355,https://mudr-magdalena-borikova-vojtkova.narodnizdravotniregistr.cz/,https://mudr-magdalena-borikova-vojtkova.narodnizdravotniregistr.cz/,+420483302189
8793,https://mudr-vaclav-ferus.zdravotniregistr.cz/,https://mudr-vaclav-ferus.zdravotniregistr.cz/,+420483302189
122,http://www.medsix.cz,http://www.medsix.cz,+420483306075
124,http://www.medsix.cz,http://www.medsix.cz,+420483310919
141,http://www.medsix.cz,http://www.medsix.cz,+420483317222
132,http://www.medsix.cz,http://www.medsix.cz,+420483341111
120,http://www.medsix.cz,http://www.medsix.cz,+420483341217
125,http://www.medsix.cz,http://www.medsix.cz,+420483341218
131,http://www.medsix.cz,http://www.medsix.cz,+420483341219
142,http://www.medsix.cz,http://www.medsix.cz,+420483341220
110,http://www.medsix.cz,http://www.medsix.cz,+420483341222
128,http://www.medsix.cz,http://www.medsix.cz,+420483341224
116,http://www.medsix.cz,http://www.medsix.cz,+420483341225
111,http://www.medsix.cz,http://www.medsix.cz,+420483341226
127,http://www.medsix.cz,http://www.medsix.cz,+420483341231
140,http://www.medsix.cz,http://www.medsix.cz,+420483341232
117,http://www.medsix.cz,http://www.medsix.cz,+420483341234
115,http://www.medsix.cz,http://www.medsix.cz,+420483341237
121,http://www.medsix.cz,http://www.medsix.cz,+420483341241
130,http://www.medsix.cz,http://www.medsix.cz,+420483341253
145,http://www.medsix.cz,http://www.medsix.cz,+420483341254
118,http://www.medsix.cz,http://www.medsix.cz,+420483341259
144,http://www.medsix.cz,http://www.medsix.cz,+420483341267
119,http://www.medsix.cz,http://www.medsix.cz,+420483341275
143,http://www.medsix.cz,http://www.medsix.cz,+420483341290
138,http://www.medsix.cz,http://www.medsix.cz,+420483341302
126,http://www.medsix.cz,http://www.medsix.cz,+420483341306
129,http://www.medsix.cz,http://www.medsix.cz,+420483341307
133,http://www.medsix.cz,http://www.medsix.cz,+420483341308
9771,https://www.czplk.cz,https://www.czplk.cz,+420483356218
16959,https://www.zivefirmy.cz,https://www.zivefirmy.cz,+420485100313
16960,https://www.zivefirmy.cz,https://www.zivefirmy.cz,+420485100404
582,https://euc.cz,https://euc.cz,+420485102301
7814,http://www.sdruzenidrak.cz/,http://www.sdruzenidrak.cz/,+420485102668
9780,https://www.czplk.cz,https://www.czplk.cz,+420485104044
7811,http://www.sdruzenidrak.cz/,http://www.sdruzenidrak.cz/,+420485105349
222,http://www.bkb.cz,http://www.bkb.cz,+420485150707
10961,https://www.bkb.cz/,https://www.bkb.cz/,+420485150707
3251,http://www.linka-duvery.cz/,http://www.linka-duvery.cz/,+420485177177
16091,https://www.pppjbc.cz/,https://www.pppjbc.cz/,+420485226356
551,https://euc.cz,https://euc.cz,+420485312970
625,https://euc.cz,https://euc.cz,+420487356010
9802,https://pppcl.cz/,https://pppcl.cz/,+420487522179
9774,https://www.czplk.cz,https://www.czplk.cz,+420487853481
9776,https://www.czplk.cz,https://www.czplk.cz,+420487955073
16957,https://www.zivefirmy.cz,https://www.zivefirmy.cz,+420488058011
16962,https://www.zivefirmy.cz,https://www.zivefirmy.cz,+420488058022
16956,https://www.zivefirmy.cz,https://www.zivefirmy.cz,+420488058043
8802,https://mudr-vaclav-ferus.zdravotniregistr.cz/,https://mudr-vaclav-ferus.zdravotniregistr.cz/,+420491424857
8364,https://mudr-magdalena-borikova-vojtkova.narodnizdravotniregistr.cz/,https://mudr-magdalena-borikova-vojtkova.narodnizdravotniregistr.cz/,+420491424857
3671,http://www.czphk.cz,http://www.czphk.cz,+420491426027
15409,https://www.prozdravi21.cz,https://www.prozdravi21.cz,+420493510227
6134,http://www.pdz.cz/,http://www.pdz.cz/,+420493592554
5812,http://www.pdz.cz,http://www.pdz.cz,+420493592554
2628,http://www.zbb.cz,http://www.zbb.cz,+420493724159
5832,http://www.pdz.cz,http://www.pdz.cz,+420494322025
6154,http://www.pdz.cz/,http://www.pdz.cz/,+420494322025
7685,http://www.pppkhk.cz/,http://www.pppkhk.cz/,+420494535476
3669,http://www.czphk.cz,http://www.czphk.cz,+420494535494
977,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420494537418
7688,http://www.pppkhk.cz/,http://www.pppkhk.cz/,+420495265423
588,https://euc.cz,https://euc.cz,+420495425117
11002,https://www.fnhk.cz,https://www.fnhk.cz,+420495441105
11000,https://www.fnhk.cz,https://www.fnhk.cz,+420495514515
3667,http://www.czphk.cz,http://www.czphk.cz,+420495538867
10999,https://www.fnhk.cz,https://www.fnhk.cz,+420495800951
11004,https://www.fnhk.cz,https://www.fnhk.cz,+420495800955
11003,https://www.fnhk.cz,https://www.fnhk.cz,+420495831111
10998,https://www.fnhk.cz,https://www.fnhk.cz,+420495832100
11005,https://www.fnhk.cz,https://www.fnhk.cz,+420495832221
11001,https://www.fnhk.cz,https://www.fnhk.cz,+420495837211
619,https://euc.cz,https://euc.cz,+420495865111
615,https://euc.cz,https://euc.cz,+420495865199
590,https://euc.cz,https://euc.cz,+420495865272
646,https://euc.cz,https://euc.cz,+420495865322
608,https://euc.cz,https://euc.cz,+420495865323
650,https://euc.cz,https://euc.cz,+420495865488
517,http://www.riaps.cz,http://www.riaps.cz,+420499811214
522,http://www.riaps.cz,http://www.riaps.cz,+420499811356
3672,http://www.czphk.cz,http://www.czphk.cz,+420499813032
518,http://www.riaps.cz,http://www.riaps.cz,+420499814890
511,http://www.riaps.cz,http://www.riaps.cz,+420499817753
5622,http://www.r-mosty.cz,http://www.r-mosty.cz,+420503402133
952,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420507507268
10785,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420507507268
959,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420507507276
10799,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420507507507
1339,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420507507507
10766,https://www.firmy.cz,https://www.firmy.cz,+420511189990
10780,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420514514416
8519,http://znojmo.charita.cz/,http://znojmo.charita.cz/,+420515220768
9273,http://znojmo.charita.cz,http://znojmo.charita.cz,+420515220768
10086,https://www.ppp-znojmo.cz/,https://www.ppp-znojmo.cz/,+420515260077
11936,https://www.pnbrno.cz,https://www.pnbrno.cz,+420515548123
17486,https://www.skolskykomplex.cz,https://www.skolskykomplex.cz,+420515915240
2579,http://www.opppvyskov.cz/,http://www.opppvyskov.cz/,+420516417431
2578,http://www.opppvyskov.cz/,http://www.opppvyskov.cz/,+420516454178
11916,https://www.pppbreclav.cz/,https://www.pppbreclav.cz/,+420516499491
11913,https://www.pppbreclav.cz/,https://www.pppbreclav.cz/,+420516499492
15525,https://www.pppbrno.cz,https://www.pppbrno.cz,+420516873023
2577,http://www.opppvyskov.cz/,http://www.opppvyskov.cz/,+420517348706
13594,https://www.moje-klinika.cz,https://www.moje-klinika.cz,+420517578311
13580,https://www.moje-klinika.cz,https://www.moje-klinika.cz,+420517578322
13596,https://www.moje-klinika.cz,https://www.moje-klinika.cz,+420517578330
13592,https://www.moje-klinika.cz,https://www.moje-klinika.cz,+420517578334
13593,https://www.moje-klinika.cz,https://www.moje-klinika.cz,+420517578345
13577,https://www.moje-klinika.cz,https://www.moje-klinika.cz,+420517578346
348,http://ppphodonin.cz,http://ppphodonin.cz,+420518324112
11911,https://www.pppbreclav.cz/,https://www.pppbreclav.cz/,+420518389121
11910,https://www.pppbreclav.cz/,https://www.pppbreclav.cz/,+420518389122
349,http://ppphodonin.cz,http://ppphodonin.cz,+420518606411
350,http://ppphodonin.cz,http://ppphodonin.cz,+420518615082
11912,https://www.pppbreclav.cz/,https://www.pppbreclav.cz/,+420519322139
11914,https://www.pppbreclav.cz/,https://www.pppbreclav.cz/,+420519373996
4295,http://www.ditekrize.cz/,http://www.ditekrize.cz/,+420520240425
13290,https://www.ditekrize.cz/,https://www.ditekrize.cz/,+420520240425
4294,http://www.ditekrize.cz/,http://www.ditekrize.cz/,+420520240530
13298,https://www.ditekrize.cz/,https://www.ditekrize.cz/,+420520240530
10797,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420520420855
6255,http://www.sance.chrudim.cz,http://www.sance.chrudim.cz,+420521251026
6092,http://www.sance.chrudim.cz/,http://www.sance.chrudim.cz/,+420521251026
10796,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420525230239
10784,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420525452715
1278,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420525498305
10775,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420525498305
936,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420525525349
10782,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420525527525
655,https://euc.cz,https://euc.cz,+420530500841
17380,https://www.sdruzenipetrov.cz,https://www.sdruzenipetrov.cz,+420533033229
653,https://euc.cz,https://euc.cz,+420533301137
10590,https://www.renadi.cz,https://www.renadi.cz,+420536181516
1254,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420537473745
1149,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420537503316
10805,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420537538537
10585,https://www.renadi.cz,https://www.renadi.cz,+420539011302
234,http://www.bkb.cz,http://www.bkb.cz,+420541218122
10975,https://www.bkb.cz/,https://www.bkb.cz/,+420541218122
17493,https://www.skolskykomplex.cz,https://www.skolskykomplex.cz,+420541240006
15521,https://www.pppbrno.cz,https://www.pppbrno.cz,+420541422822
3228,http://www.brno.cz,http://www.brno.cz,+420542171111
3229,http://www.brno.cz,http://www.brno.cz,+420542172026
3233,http://www.brno.cz,http://www.brno.cz,+420542172124
3232,http://www.brno.cz,http://www.brno.cz,+420542173012
3230,http://www.brno.cz,http://www.brno.cz,+420542173013
3231,http://www.brno.cz,http://www.brno.cz,+420542173590
565,https://euc.cz,https://euc.cz,+420542210016
654,https://euc.cz,https://euc.cz,+420542210028
9198,https://nrzp.cz/,https://nrzp.cz/,+420542214110
9220,https://nrzp.cz/,https://nrzp.cz/,+420542214111
17494,https://www.skolskykomplex.cz,https://www.skolskykomplex.cz,+420543211790
3462,http://www.medihelp.cz,http://www.medihelp.cz,+420543212752
17483,https://www.skolskykomplex.cz,https://www.skolskykomplex.cz,+420543216135
2729,http://www.armadaspasy.cz/,http://www.armadaspasy.cz/,+420543245494
2213,http://www.armadaspasy.cz,http://www.armadaspasy.cz,+420543245494
13585,https://www.moje-klinika.cz,https://www.moje-klinika.cz,+420543420666
13588,https://www.moje-klinika.cz,https://www.moje-klinika.cz,+420543420694
1340,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420543459487
13587,https://www.moje-klinika.cz,https://www.moje-klinika.cz,+420544134134
11973,https://www.pnbrno.cz,https://www.pnbrno.cz,+420544221810
5246,http://www.drom.cz,http://www.drom.cz,+420545211576
13591,https://www.moje-klinika.cz,https://www.moje-klinika.cz,+420545214844
17138,https://www.tisnov.charita.cz,https://www.tisnov.charita.cz,+420545220773
17478,https://www.skolskykomplex.cz,https://www.skolskykomplex.cz,+420545222523
5974,http://www.pvcklub.podaneruce.cz,http://www.pvcklub.podaneruce.cz,+420545247535
9086,https://podaneruce.cz,https://podaneruce.cz,+420545247535
8164,https://podaneruce.cz/,https://podaneruce.cz/,+420545247535
8497,https://klinika.podaneruce.cz/,https://klinika.podaneruce.cz/,+420545247535
16469,https://www.podaneruce.cz,https://www.podaneruce.cz,+420545247535
8490,https://klinika.podaneruce.cz/,https://klinika.podaneruce.cz/,+420547152744
10793,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420547423874
11933,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123111
11962,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123200
11975,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123225
11941,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123271
11935,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123272
11925,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123273
11967,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123276
11970,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123301
11972,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123302
11928,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123303
11929,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123304
11954,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123305
11944,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123306
11948,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123307
11942,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123308
11955,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123309
11939,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123310
11960,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123311
11934,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123312
11937,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123313
11963,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123314
11956,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123315
11957,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123325
11930,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123340
11932,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123346
11924,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123350
11943,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123399
11950,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123453
11965,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123455
11969,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123458
11974,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123460
11940,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123467
11946,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123468
11952,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123470
11951,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123472
11958,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123474
11926,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123475
11931,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123477
11927,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123478
11947,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123479
11971,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123486
11961,https://www.pnbrno.cz,https://www.pnbrno.cz,+420548123488
1330,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420553622768
935,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420553625736
10603,https://www.elimopava.cz,https://www.elimopava.cz,+420553653239
5485,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810700
5493,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810701
5472,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810702
5523,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810703
5503,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810704
5534,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810705
5530,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810706
5512,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810707
5506,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810708
5464,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810709
5526,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810710
5533,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810711
5516,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810712
5504,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810714
5527,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810715
5531,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810716
5498,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810717
5502,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810750
5519,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810751
5469,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810752
5473,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810753
5489,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810754
5514,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810756
5480,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810757
5505,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810758
5467,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810760
5468,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810761
5483,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810762
5509,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810763
5476,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810767
5518,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810768
5490,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810769
5513,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810770
5478,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810771
5499,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810773
5488,http://www.ppp-ostrava.cz/,http://www.ppp-ostrava.cz/,+420553810774
6107,http://www.pppbruntal.cz/,http://www.pppbruntal.cz/,+420554612395
2350,http://www.krystalhelp.cz/,http://www.krystalhelp.cz/,+420554620177
6110,http://www.pppbruntal.cz/,http://www.pppbruntal.cz/,+420554714724
6109,http://www.pppbruntal.cz/,http://www.pppbruntal.cz/,+420554717737
1213,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420556300574
7858,http://www.pppnj.cz,http://www.pppnj.cz,+420556771140
7853,http://www.pppnj.cz,http://www.pppnj.cz,+420556771142
7862,http://www.pppnj.cz,http://www.pppnj.cz,+420556771143
7859,http://www.pppnj.cz,http://www.pppnj.cz,+420556771144
7856,http://www.pppnj.cz,http://www.pppnj.cz,+420556771145
7857,http://www.pppnj.cz,http://www.pppnj.cz,+420556771146
7852,http://www.pppnj.cz,http://www.pppnj.cz,+420556771147
7855,http://www.pppnj.cz,http://www.pppnj.cz,+420556771149
7863,http://www.pppnj.cz,http://www.pppnj.cz,+420556879635
7942,http://www.pppfm.cz/,http://www.pppfm.cz/,+420558331771
7939,http://www.pppfm.cz/,http://www.pppfm.cz/,+420558334541
12391,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558415111
7940,http://www.pppfm.cz/,http://www.pppfm.cz/,+420558432084
7937,http://www.pppfm.cz/,http://www.pppfm.cz/,+420558432087
12681,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609100
12719,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609103
12504,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609104
12457,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609108
12383,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609110
12371,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609111
12543,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609113
12733,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609115
12433,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609116
12398,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609117
12502,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609118
12626,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609120
12434,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609121
12636,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609122
12568,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609123
12751,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609125
12760,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609126
12699,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609127
12634,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609128
12647,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609129
12514,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609130
12638,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609131
12641,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609132
12497,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420558609133
