,Base Website,Scraped Page,formated_number
6280,http://www.ponton.cz/,http://www.ponton.cz/,+420608936116
7891,http://www.ponton.cz,http://www.ponton.cz,+420608936116
11892,https://www.zachranny-kruh.cz/,https://www.zachranny-kruh.cz/,+420608953862
10146,https://www.prostor-plus.cz,https://www.prostor-plus.cz,+420608956522
6195,http://www.psychiatrie-konupcikova.cz,http://www.psychiatrie-konupcikova.cz,+420608971030
16001,https://www.ocss.cz,https://www.ocss.cz,+420608977426
14674,https://www.fokus-pisek.cz,https://www.fokus-pisek.cz,+420608990769
1001,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420615488459
15917,https://www.nhrozenkov.charita.cz,https://www.nhrozenkov.charita.cz,+420627344851
1448,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420630488459
10773,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420630488459
10774,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420631267331
1445,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420631623252
939,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420637631267
1471,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420642567890
15772,https://www.pppaspcvysocina.cz/,https://www.pppaspcvysocina.cz/,+420643736607
9480,http://www.spzkolobezka.cz/,http://www.spzkolobezka.cz/,+420651036062
969,http://www.ppp.opava.cz/,http://www.ppp.opava.cz/,+420653591906
10789,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420659676532
3782,http://www.css-ostrava.cz/,http://www.css-ostrava.cz/,+420663043037
17314,https://www.psychoterapiehk.cz,https://www.psychoterapiehk.cz,+420670100222
17265,https://www.tyn.charita.cz,https://www.tyn.charita.cz,+420681940023
6,http://www.ppporadnavize.cz/,http://www.ppporadnavize.cz/,+420691002673
4282,http://www.kpppb.cz,http://www.kpppb.cz,+420691006431
17825,https://www.strediskokobylisy.cz,https://www.strediskokobylisy.cz,+420691009333
648,https://euc.cz,https://euc.cz,+420699002423
14773,https://www.nemta.cz,https://www.nemta.cz,+420699005400
15410,https://www.prozdravi21.cz,https://www.prozdravi21.cz,+420702013352
15406,https://www.prozdravi21.cz,https://www.prozdravi21.cz,+420702013354
7808,http://www.sdruzenidrak.cz/,http://www.sdruzenidrak.cz/,+420702018832
5624,http://www.r-mosty.cz,http://www.r-mosty.cz,+420702019556
7810,http://www.sdruzenidrak.cz/,http://www.sdruzenidrak.cz/,+420702020398
2947,http://www.fnmotol.cz,http://www.fnmotol.cz,+420702024169
11211,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420702024169
10073,https://www.jihoceskarozvojova.cz,https://www.jihoceskarozvojova.cz,+420702027162
15439,https://www.pointmilovice.cz,https://www.pointmilovice.cz,+420702036894
15434,https://www.pointmilovice.cz,https://www.pointmilovice.cz,+420702036896
169,http://www.svetlokadanzs.cz,http://www.svetlokadanzs.cz,+420702042573
10401,https://www.svetlokadanzs.cz,https://www.svetlokadanzs.cz,+420702042573
164,http://www.svetlokadanzs.cz,http://www.svetlokadanzs.cz,+420702042646
10396,https://www.svetlokadanzs.cz,https://www.svetlokadanzs.cz,+420702042646
16264,https://www.prevent99.cz,https://www.prevent99.cz,+420702050789
5616,http://www.sojka.hbnet.cz,http://www.sojka.hbnet.cz,+420702054888
7683,http://www.sojka.hbnet.cz/,http://www.sojka.hbnet.cz/,+420702054888
395,http://www.leccos.cz,http://www.leccos.cz,+420702066632
593,https://euc.cz,https://euc.cz,+420702078245
404,http://www.leccos.cz,http://www.leccos.cz,+420702081431
17340,https://www.ulice-plzen.com/,https://www.ulice-plzen.com/,+420702097647
2456,https://clinterap.cz,https://clinterap.cz,+420702129883
15949,https://www.ppp-pardubice.cz/,https://www.ppp-pardubice.cz/,+420702132517
15950,https://www.ppp-pardubice.cz/,https://www.ppp-pardubice.cz/,+420702132518
12145,https://www.socsluzbymilevsko.cz,https://www.socsluzbymilevsko.cz,+420702133122
16251,https://www.prevent99.cz,https://www.prevent99.cz,+420702142881
403,http://www.leccos.cz,http://www.leccos.cz,+420702144093
9980,https://www.centrom.cz,https://www.centrom.cz,+420702150654
13630,https://www.modrykriz.org/,https://www.modrykriz.org/,+420702156621
578,https://euc.cz,https://euc.cz,+420702165246
618,https://euc.cz,https://euc.cz,+420702166203
12185,https://www.psychologie-praha3.cz/,https://www.psychologie-praha3.cz/,+420702171550
407,http://www.leccos.cz,http://www.leccos.cz,+420702175647
554,https://euc.cz,https://euc.cz,+420702176478
15514,https://www.poliklinikazr.cz,https://www.poliklinikazr.cz,+420702182643
557,https://euc.cz,https://euc.cz,+420702188996
512,http://www.riaps.cz,http://www.riaps.cz,+420702256762
570,https://euc.cz,https://euc.cz,+420702285100
472,http://www.romanojasnica.cz/,http://www.romanojasnica.cz/,+420702289536
12113,https://www.romanojasnica.cz,https://www.romanojasnica.cz,+420702289536
11735,https://www.portusprachatice.cz,https://www.portusprachatice.cz,+420702734022
114,http://www.medsix.cz,http://www.medsix.cz,+420702956482
3635,http://www.dczlin.cz/,http://www.dczlin.cz/,+420703178690
3643,http://www.dczlin.cz/,http://www.dczlin.cz/,+420703178820
15749,https://www.pppaspcvysocina.cz/,https://www.pppaspcvysocina.cz/,+420703182812
15738,https://www.pppaspcvysocina.cz/,https://www.pppaspcvysocina.cz/,+420703182813
15737,https://www.pppaspcvysocina.cz/,https://www.pppaspcvysocina.cz/,+420703182814
10650,https://www.poradnazl.cz/,https://www.poradnazl.cz/,+420703401833
6108,http://www.pppbruntal.cz/,http://www.pppbruntal.cz/,+420703433340
6117,http://www.pppbruntal.cz/,http://www.pppbruntal.cz/,+420703433341
5268,http://www.drom.cz,http://www.drom.cz,+420703468545
5235,http://www.drom.cz,http://www.drom.cz,+420703468648
10447,https://www.ckrumlov.charita.cz,https://www.ckrumlov.charita.cz,+420704455046
3202,http://www.ckrumlov.charita.cz,http://www.ckrumlov.charita.cz,+420704455046
11490,https://www.psychocentrum.cz/,https://www.psychocentrum.cz/,+420704619459
12229,https://www.psychocentrum.cz,https://www.psychocentrum.cz,+420704619459
819,http://www.intervencni-centrum.cz/,http://www.intervencni-centrum.cz/,+420704619459
17003,https://www.u-kryt.cz,https://www.u-kryt.cz,+420704908518
15404,https://www.prozdravi21.cz,https://www.prozdravi21.cz,+420704979979
11738,https://www.portusprachatice.cz,https://www.portusprachatice.cz,+420705956404
2349,http://www.krystalhelp.cz/,http://www.krystalhelp.cz/,+420707097020
5245,http://www.drom.cz,http://www.drom.cz,+420716399020
5719,http://www.pppstredoceska.cz/,http://www.pppstredoceska.cz/,+420720027168
12346,https://www.centrum-acko.cz,https://www.centrum-acko.cz,+420720041043
12342,https://www.centrum-acko.cz,https://www.centrum-acko.cz,+420720041117
12140,https://www.socsluzbymilevsko.cz,https://www.socsluzbymilevsko.cz,+420720052642
12312,https://www.socialnipece.cz,https://www.socialnipece.cz,+420720053420
521,http://www.riaps.cz,http://www.riaps.cz,+420720055455
609,https://euc.cz,https://euc.cz,+420720061001
567,https://euc.cz,https://euc.cz,+420720061002
12156,https://www.socsluzbymilevsko.cz,https://www.socsluzbymilevsko.cz,+420720068612
12158,https://www.socsluzbymilevsko.cz,https://www.socsluzbymilevsko.cz,+420720068675
8234,https://komunitnikostel.cz,https://komunitnikostel.cz,+420720216906
13295,https://www.ditekrize.cz/,https://www.ditekrize.cz/,+420720240531
4315,http://www.ditekrize.cz/,http://www.ditekrize.cz/,+420720240531
12303,https://www.csstachov.cz,https://www.csstachov.cz,+420720243848
12311,https://www.socialnipece.cz,https://www.socialnipece.cz,+420720455632
17351,https://www.ulice-plzen.com/,https://www.ulice-plzen.com/,+420720587053
3014,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816715
11316,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816715
11300,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816770
2967,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816770
11246,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816777
2940,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816777
2930,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816780
11256,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816780
11203,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816784
2969,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816784
11204,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816793
2906,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816793
11308,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816794
2983,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816794
11249,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816796
2962,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816796
11192,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816807
3031,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816807
2935,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816808
11220,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816808
2899,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816810
11314,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816810
11309,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816818
2995,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816818
11327,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816819
2951,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816819
11304,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816821
3028,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816821
2977,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816822
11254,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816822
11274,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816824
3016,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816824
3026,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816827
11241,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816827
11201,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816836
3018,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816836
2920,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816837
11213,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816837
11217,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816845
3021,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816845
11250,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816846
2913,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816846
3017,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816848
11197,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816848
11336,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816849
2915,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816849
2903,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816850
11233,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816850
11311,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816851
2998,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816851
11335,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816854
2894,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816854
11222,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816856
3027,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816856
3022,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816858
11277,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816858
11307,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816861
2975,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816861
11333,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816862
3011,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816862
11207,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720816863
2987,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720816863
510,http://www.riaps.cz,http://www.riaps.cz,+420720822762
12146,https://www.socsluzbymilevsko.cz,https://www.socsluzbymilevsko.cz,+420720822902
9972,https://www.centrom.cz,https://www.centrom.cz,+420720828211
3033,http://www.fnmotol.cz,http://www.fnmotol.cz,+420720913764
11323,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420720913764
12157,https://www.socsluzbymilevsko.cz,https://www.socsluzbymilevsko.cz,+420720933883
12144,https://www.socsluzbymilevsko.cz,https://www.socsluzbymilevsko.cz,+420720934043
5706,http://www.pppstredoceska.cz/,http://www.pppstredoceska.cz/,+420720954275
16259,https://www.prevent99.cz,https://www.prevent99.cz,+420720960314
632,https://euc.cz,https://euc.cz,+420720970682
2638,http://www.zbb.cz,http://www.zbb.cz,+420720994024
17345,https://www.ulice-plzen.com/,https://www.ulice-plzen.com/,+420720994470
17347,https://www.ulice-plzen.com/,https://www.ulice-plzen.com/,+420720996290
16891,https://www.utocistecheb.cz,https://www.utocistecheb.cz,+420721001315
16890,https://www.utocistecheb.cz,https://www.utocistecheb.cz,+420721001357
11131,https://www.jablonec.diakonie.cz,https://www.jablonec.diakonie.cz,+420721008313
16070,https://www.pppsemily.cz/,https://www.pppsemily.cz/,+420721128300
3249,http://www.linka-duvery.cz/,http://www.linka-duvery.cz/,+420721225874
9415,https://horazdovice.charita.cz,https://horazdovice.charita.cz,+420721285938
9716,https://www.rc-routa.cz,https://www.rc-routa.cz,+420721355798
13274,https://www.majak-plus.cz,https://www.majak-plus.cz,+420721376722
8460,http://www.viteznydech.com/,http://www.viteznydech.com/,+420721436011
15034,https://www.ppppraha7a8.cz/,https://www.ppppraha7a8.cz/,+420721450105
9977,https://www.centrom.cz,https://www.centrom.cz,+420721457036
11565,https://www.oskvetina.cz,https://www.oskvetina.cz,+420721568898
12154,https://www.socsluzbymilevsko.cz,https://www.socsluzbymilevsko.cz,+420721650904
627,https://euc.cz,https://euc.cz,+420721660706
2581,http://www.opppvyskov.cz/,http://www.opppvyskov.cz/,+420721754139
12121,https://www.romanojasnica.cz,https://www.romanojasnica.cz,+420721786577
473,http://www.romanojasnica.cz/,http://www.romanojasnica.cz/,+420721786577
5977,http://www.pvcklub.podaneruce.cz,http://www.pvcklub.podaneruce.cz,+420721838077
8232,https://komunitnikostel.cz,https://komunitnikostel.cz,+420721853350
5670,http://www.psychologiebrno.cz/,http://www.psychologiebrno.cz/,+420721868916
10581,https://www.renadi.cz,https://www.renadi.cz,+420721911520
10583,https://www.renadi.cz,https://www.renadi.cz,+420721911633
4066,http://www.kodytkova.cz/,http://www.kodytkova.cz/,+420721979708
8862,http://www.tadyated.org/,http://www.tadyated.org/,+420722006118
631,https://euc.cz,https://euc.cz,+420722227558
8237,https://komunitnikostel.cz,https://komunitnikostel.cz,+420722228328
10117,https://www.pepor-plzen.cz/,https://www.pepor-plzen.cz/,+420722602200
11727,https://www.portusprachatice.cz,https://www.portusprachatice.cz,+420722638880
2636,http://www.zbb.cz,http://www.zbb.cz,+420722730464
17332,https://www.ulice-plzen.com/,https://www.ulice-plzen.com/,+420722900983
5630,http://www.r-mosty.cz,http://www.r-mosty.cz,+420722910849
11748,https://www.portusprachatice.cz,https://www.portusprachatice.cz,+420722928192
2519,http://klinickypsychologvsetin.cz,http://klinickypsychologvsetin.cz,+420722931107
11652,https://www.greendoors.cz,https://www.greendoors.cz,+420722933390
12187,https://www.psychologie-praha3.cz/,https://www.psychologie-praha3.cz/,+420722936058
7690,http://www.pppkhk.cz/,http://www.pppkhk.cz/,+420722948039
592,https://euc.cz,https://euc.cz,+420722955945
11583,https://www.oskvetina.cz,https://www.oskvetina.cz,+420722966825
3036,http://www.fnmotol.cz,http://www.fnmotol.cz,+420722983810
11239,https://www.fnmotol.cz/,https://www.fnmotol.cz/,+420722983810
149,http://www.psychotera.cz,http://www.psychotera.cz,+420723027431
5342,http://www.psychologie-metalova.cz/,http://www.psychologie-metalova.cz/,+420723032591
14948,https://www.psycholog-jihlava.cz,https://www.psycholog-jihlava.cz,+420723118808
7718,http://www.prah-brno.cz,http://www.prah-brno.cz,+420723148886
11724,https://www.portusprachatice.cz,https://www.portusprachatice.cz,+420723206051
9792,https://www.alfafarm.cz,https://www.alfafarm.cz,+420723298786
15433,https://www.pointmilovice.cz,https://www.pointmilovice.cz,+420723301103
11725,https://www.portusprachatice.cz,https://www.portusprachatice.cz,+420723387803
8795,https://mudr-vaclav-ferus.zdravotniregistr.cz/,https://mudr-vaclav-ferus.zdravotniregistr.cz/,+420723448514
8357,https://mudr-magdalena-borikova-vojtkova.narodnizdravotniregistr.cz/,https://mudr-magdalena-borikova-vojtkova.narodnizdravotniregistr.cz/,+420723448514
15047,https://www.ppppraha7a8.cz/,https://www.ppppraha7a8.cz/,+420723448884
7820,http://www.sdruzenidrak.cz/,http://www.sdruzenidrak.cz/,+420723520144
16247,https://www.prevent99.cz,https://www.prevent99.cz,+420723527512
16525,https://www.psychologicka-ordinace-janovska.cz/,https://www.psychologicka-ordinace-janovska.cz/,+420723637359
17022,https://www.socialni-susice.cz,https://www.socialni-susice.cz,+420723857194
5626,http://www.r-mosty.cz,http://www.r-mosty.cz,+420723890495
17095,https://www.trantyrova.cz/,https://www.trantyrova.cz/,+420723927820
11049,https://www.statekvlckovice.cz,https://www.statekvlckovice.cz,+420723941032
17659,https://www.socsluzbyzdar.cz,https://www.socsluzbyzdar.cz,+420723971754
16238,https://www.prevent99.cz,https://www.prevent99.cz,+420724020311
16229,https://www.prevent99.cz,https://www.prevent99.cz,+420724070783
13631,https://www.modrykriz.org/,https://www.modrykriz.org/,+420724087221
23,http://www.janbetlach.cz/,http://www.janbetlach.cz/,+420724087978
9991,https://www.centrom.cz,https://www.centrom.cz,+420724106667
9987,https://www.centrom.cz,https://www.centrom.cz,+420724106898
9973,https://www.centrom.cz,https://www.centrom.cz,+420724107073
7920,http://www.respondeo.cz/,http://www.respondeo.cz/,+420724134189
9984,https://www.centrom.cz,https://www.centrom.cz,+420724135629
15790,https://www.pppaspcvysocina.cz/,https://www.pppaspcvysocina.cz/,+420724167744
16476,https://www.podaneruce.cz,https://www.podaneruce.cz,+420724192017
9095,https://podaneruce.cz,https://podaneruce.cz,+420724192017
5989,http://www.pvcklub.podaneruce.cz,http://www.pvcklub.podaneruce.cz,+420724192017
8173,https://podaneruce.cz/,https://podaneruce.cz/,+420724192017
10854,https://www.cppt.cz,https://www.cppt.cz,+420724210413
4027,http://www.oppp5.cz/,http://www.oppp5.cz/,+420724219335
15039,https://www.ppppraha7a8.cz/,https://www.ppppraha7a8.cz/,+420724219335
11573,https://www.oskvetina.cz,https://www.oskvetina.cz,+420724223785
11673,https://www.greendoors.cz,https://www.greendoors.cz,+420724225343
12317,https://www.socialnipece.cz,https://www.socialnipece.cz,+420724236152
8872,http://www.tadyated.org/,http://www.tadyated.org/,+420724247191
14967,https://www.poradnaprozeny.eu/plzen/,https://www.poradnaprozeny.eu/plzen/,+420724250650
15563,https://www.poradnaprozeny.eu/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-12891669,https://www.poradnaprozeny.eu/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-12891669,+420724250650
15724,https://www.poradnaprozeny.eu/,https://www.poradnaprozeny.eu/,+420724250650
12188,https://www.psychologie-praha3.cz/,https://www.psychologie-praha3.cz/,+420724304114
10871,https://www.optrebic.cz,https://www.optrebic.cz,+420724304718
11857,https://www.optrebic.cz/,https://www.optrebic.cz/,+420724304718
16989,https://www.rodinavcentru.cz,https://www.rodinavcentru.cz,+420724326889
2629,http://www.zbb.cz,http://www.zbb.cz,+420724338308
10852,https://www.cppt.cz,https://www.cppt.cz,+420724384461
182,http://www.svetlokadanzs.cz,http://www.svetlokadanzs.cz,+420724389917
10397,https://www.svetlokadanzs.cz,https://www.svetlokadanzs.cz,+420724389917
15081,https://www.ppppraha7a8.cz/,https://www.ppppraha7a8.cz/,+420724400827
9341,https://pisek.charita.cz,https://pisek.charita.cz,+420724426819
15202,https://www.pisek.charita.cz,https://www.pisek.charita.cz,+420724426819
605,https://euc.cz,https://euc.cz,+420724431391
10077,https://www.jihoceskarozvojova.cz,https://www.jihoceskarozvojova.cz,+420724509578
8112,https://kbterapie.webnode.cz/,https://kbterapie.webnode.cz/,+420724511303
2448,http://www.ordinace.cz,http://www.ordinace.cz,+420724600749
9708,https://www.ordinace.cz,https://www.ordinace.cz,+420724600749
9707,https://www.ordinace.cz,https://www.ordinace.cz,+420724600782
2447,http://www.ordinace.cz,http://www.ordinace.cz,+420724600782
17125,https://www.uhbrod.charita.cz,https://www.uhbrod.charita.cz,+420724651265
17124,https://www.uhbrod.charita.cz,https://www.uhbrod.charita.cz,+420724651320
17123,https://www.uhbrod.charita.cz,https://www.uhbrod.charita.cz,+420724651321
15927,https://www.poradna-prava.cz,https://www.poradna-prava.cz,+420724701600
15929,https://www.poradna-prava.cz,https://www.poradna-prava.cz,+420724701603
15923,https://www.poradna-prava.cz,https://www.poradna-prava.cz,+420724701610
15926,https://www.poradna-prava.cz,https://www.poradna-prava.cz,+420724701613
15921,https://www.poradna-prava.cz,https://www.poradna-prava.cz,+420724701619
15931,https://www.poradna-prava.cz,https://www.poradna-prava.cz,+420724701625
15930,https://www.poradna-prava.cz,https://www.poradna-prava.cz,+420724701629
15928,https://www.poradna-prava.cz,https://www.poradna-prava.cz,+420724701630
9736,https://www.opengate.cz/,https://www.opengate.cz/,+420724730512
8918,http://www.sternberk.caritas.cz/,http://www.sternberk.caritas.cz/,+420724732839
16853,https://www.uhradiste.charita.cz,https://www.uhradiste.charita.cz,+420724755320
3870,http://www.fokusvysocina.cz,http://www.fokusvysocina.cz,+420724858401
2593,http://www.dumtriprani.cz/,http://www.dumtriprani.cz/,+420724865400
559,https://euc.cz,https://euc.cz,+420724888231
10842,https://www.cppt.cz,https://www.cppt.cz,+420724890073
12344,https://www.centrum-acko.cz,https://www.centrum-acko.cz,+420724891879
14938,https://www.psycholog-hatakova.cz,https://www.psycholog-hatakova.cz,+420724931027
8212,http://www.spondea.cz/,http://www.spondea.cz/,+420725005367
8214,http://www.spondea.cz/,http://www.spondea.cz/,+420725010106
8238,https://komunitnikostel.cz,https://komunitnikostel.cz,+420725014312
11651,https://www.greendoors.cz,https://www.greendoors.cz,+420725041055
10845,https://www.cppt.cz,https://www.cppt.cz,+420725053118
12142,https://www.socsluzbymilevsko.cz,https://www.socsluzbymilevsko.cz,+420725073955
515,http://www.riaps.cz,http://www.riaps.cz,+420725099630
15429,https://www.pointmilovice.cz,https://www.pointmilovice.cz,+420725116211
178,http://www.svetlokadanzs.cz,http://www.svetlokadanzs.cz,+420725154026
10400,https://www.svetlokadanzs.cz,https://www.svetlokadanzs.cz,+420725154026
11901,https://www.psychologiekv.cz/,https://www.psychologiekv.cz/,+420725159302
17331,https://www.ulice-plzen.com/,https://www.ulice-plzen.com/,+420725178646
17328,https://www.ulice-plzen.com/,https://www.ulice-plzen.com/,+420725178656
17336,https://www.ulice-plzen.com/,https://www.ulice-plzen.com/,+420725180667
11676,https://www.greendoors.cz,https://www.greendoors.cz,+420725184315
15437,https://www.pointmilovice.cz,https://www.pointmilovice.cz,+420725188065
15431,https://www.pointmilovice.cz,https://www.pointmilovice.cz,+420725301325
400,http://www.leccos.cz,http://www.leccos.cz,+420725302357
17341,https://www.ulice-plzen.com/,https://www.ulice-plzen.com/,+420725311814
5627,http://www.r-mosty.cz,http://www.r-mosty.cz,+420725320498
5623,http://www.r-mosty.cz,http://www.r-mosty.cz,+420725320499
17118,https://www.psychologiekolin.cz/,https://www.psychologiekolin.cz/,+420725322635
5692,http://www.psychologienymburk.cz/,http://www.psychologienymburk.cz/,+420725322635
12122,https://www.romanojasnica.cz,https://www.romanojasnica.cz,+420725341482
464,http://www.romanojasnica.cz/,http://www.romanojasnica.cz/,+420725341482
10094,https://www.ppp-znojmo.cz/,https://www.ppp-znojmo.cz/,+420725343271
5621,http://www.r-mosty.cz,http://www.r-mosty.cz,+420725345594
2438,http://www.domecek.org,http://www.domecek.org,+420725354464
2630,http://www.zbb.cz,http://www.zbb.cz,+420725354924
10600,https://www.elimopava.cz,https://www.elimopava.cz,+420725358389
10606,https://www.elimopava.cz,https://www.elimopava.cz,+420725361031
10602,https://www.elimopava.cz,https://www.elimopava.cz,+420725361990
11656,https://www.greendoors.cz,https://www.greendoors.cz,+420725380878
7995,http://www.pontis.cz,http://www.pontis.cz,+420725380995
17330,https://www.ulice-plzen.com/,https://www.ulice-plzen.com/,+420725383584
9734,https://www.opengate.cz/,https://www.opengate.cz/,+420725389658
10075,https://www.jihoceskarozvojova.cz,https://www.jihoceskarozvojova.cz,+420725411683
180,http://www.svetlokadanzs.cz,http://www.svetlokadanzs.cz,+420725425438
10402,https://www.svetlokadanzs.cz,https://www.svetlokadanzs.cz,+420725425438
181,http://www.svetlokadanzs.cz,http://www.svetlokadanzs.cz,+420725425439
10398,https://www.svetlokadanzs.cz,https://www.svetlokadanzs.cz,+420725425439
9988,https://www.centrom.cz,https://www.centrom.cz,+420725425569
11569,https://www.oskvetina.cz,https://www.oskvetina.cz,+420725427391
380,http://www.openhousebruntal.cz/,http://www.openhousebruntal.cz/,+420725431622
10378,https://www.openhousebruntal.cz,https://www.openhousebruntal.cz,+420725431622
9794,https://www.alfafarm.cz,https://www.alfafarm.cz,+420725433445
12340,https://www.centrum-acko.cz,https://www.centrum-acko.cz,+420725433757
10076,https://www.jihoceskarozvojova.cz,https://www.jihoceskarozvojova.cz,+420725439599
16231,https://www.prevent99.cz,https://www.prevent99.cz,+420725441501
16252,https://www.prevent99.cz,https://www.prevent99.cz,+420725456750
17529,https://www.ssp-ol.cz,https://www.ssp-ol.cz,+420725466828
11582,https://www.oskvetina.cz,https://www.oskvetina.cz,+420725470979
17525,https://www.ssp-ol.cz,https://www.ssp-ol.cz,+420725477749
12148,https://www.socsluzbymilevsko.cz,https://www.socsluzbymilevsko.cz,+420725488869
10147,https://www.prostor-plus.cz,https://www.prostor-plus.cz,+420725490727
15053,https://www.ppppraha7a8.cz/,https://www.ppppraha7a8.cz/,+420725515934
13644,https://www.diteakun.cz,https://www.diteakun.cz,+420725528467
9993,https://www.centrom.cz,https://www.centrom.cz,+420725534761
9996,https://www.centrom.cz,https://www.centrom.cz,+420725534915
171,http://www.svetlokadanzs.cz,http://www.svetlokadanzs.cz,+420725543165
10407,https://www.svetlokadanzs.cz,https://www.svetlokadanzs.cz,+420725543165
175,http://www.svetlokadanzs.cz,http://www.svetlokadanzs.cz,+420725543166
10393,https://www.svetlokadanzs.cz,https://www.svetlokadanzs.cz,+420725543166
10582,https://www.renadi.cz,https://www.renadi.cz,+420725550585
12119,https://www.romanojasnica.cz,https://www.romanojasnica.cz,+420725554972
466,http://www.romanojasnica.cz/,http://www.romanojasnica.cz/,+420725554972
10408,https://www.svetlokadanzs.cz,https://www.svetlokadanzs.cz,+420725556109
184,http://www.svetlokadanzs.cz,http://www.svetlokadanzs.cz,+420725556109
623,https://euc.cz,https://euc.cz,+420725572829
17339,https://www.ulice-plzen.com/,https://www.ulice-plzen.com/,+420725579034
16242,https://www.prevent99.cz,https://www.prevent99.cz,+420725581884
3897,http://www.fokusvysocina.cz,http://www.fokusvysocina.cz,+420725581891
5625,http://www.r-mosty.cz,http://www.r-mosty.cz,+420725595562
15430,https://www.pointmilovice.cz,https://www.pointmilovice.cz,+420725597273
2407,http://www.psychologsh.cz/,http://www.psychologsh.cz/,+420725614463
17337,https://www.ulice-plzen.com/,https://www.ulice-plzen.com/,+420725705073
16243,https://www.prevent99.cz,https://www.prevent99.cz,+420725708078
